nimi_suomi,nimi_ruotsi,x,y,kunta
Krassipuisto,Krasseparken,25501915.97,6686580.364,Vantaa
Honkapuisto,Furuparken,25502856.29,6691029.548,Vantaa
Peltoniemenpuisto,Åkernäsparken,25503551.92,6689671.843,Vantaa
Ylänköpuisto,Höglandsparken,25500536.78,6689895.755,Vantaa
Asteripuisto,Asterparken,25501564.98,6688857.07,Vantaa
Koivupolunmetsikkö,Björkstigsdungen,25502414.69,6689879.227,Vantaa
Kierremetsikkö,Skruvgängsdungen,25489808.32,6682888.156,Vantaa
Hohtimet,Hovtången,25489817.4,6683264.215,Vantaa
Askinpuistikko,Askparken,25487880.6,6684901.915,Vantaa
Kievarinpuisto,Gästgivarparken,25504219.06,6686227.739,Vantaa
Raappavuorenpuisto,Skrapbergsparken,25490966.03,6684260.621,Vantaa
Winterinmäki,Wintersbacken,25502997.49,6687145.088,Vantaa
Tahkonkampi,Slipstensvävet,25495160.77,6687562.983,Vantaa
Kannelpuisto,Kanteleparken,25506637.72,6686720.785,Vantaa
Pekanpuisto,Petersparken,25504635.71,6690669.128,Vantaa
Korsonkaanaa,Korsokanan,25504035.57,6692622.955,Vantaa
Isokappale,Storstycket,25504889.49,6685517.61,Vantaa
Atlaspuisto,Atlasparken,25500565.58,6690489.987,Vantaa
Muskettipuisto,Muskötparken,25492106.97,6691072.171,Vantaa
Teeripuisto,Orrparken,25503817.51,6693219.129,Vantaa
Metsänhenki,Skogslyckan,25502497.37,6690124.037,Vantaa
Päiväkummunpuisto,Lövkullaparken,25505497.9,6689853.084,Vantaa
Hanhiniitty,Gåsängen,25502988.6,6687890.039,Vantaa
Krakanpuisto,Skrakaparken,25496595.79,6686253.92,Vantaa
Karhumäenpuisto,Karhumäkiparken,25498040.42,6688038.423,Vantaa
Tiesillanpuisto,Vägbroparken,25493586.76,6688964.31,Vantaa
Rautkallio,Rautberget,25503747.91,6689877.539,Vantaa
Kahluuniitty,Vadängen,25493824.19,6683803.906,Vantaa
Metsikköpuisto,Skogsdungsparken,25491953.26,6685397.634,Vantaa
Siltaniitty,Broängen,25505331.41,6686511.022,Vantaa
Malmimäenpuisto,Malmbackaparken,25502193.44,6688483.489,Vantaa
Mistelipuisto,Mistelparken,25500095.06,6689171.576,Vantaa
Leirimäki,Lägerbacken,25491628.48,6682787.097,Vantaa
Laajavuori,Bredberget,25491477.88,6685106.111,Vantaa
Kärkipuisto,Spjutspetsparken,25494444.93,6687101.515,Vantaa
Härkävaljakonpuisto,Oxspannsparken,25502201.96,6685952.524,Vantaa
Rälssipuisto,Frälseparken,25498375.03,6686909.66,Vantaa
Kynttiläpuisto,Ljusparken,25492846.28,6685028.249,Vantaa
Ruukinranta,Brukstranden,25492598.85,6686622.831,Vantaa
Yhteismaa,Allmänningen,25488724.95,6683827.567,Vantaa
Rintapuisto,Släntparken,25500145.66,6691161.051,Vantaa
Ruutulipunpuisto,Målflaggsparken.,25490382.97,6689823.737,Vantaa
Nybackanpuisto,Nybackaparken,25493212.67,6686013.452,Vantaa
Tussinkoskenpuisto,Tussinkoskiparken,25503736.26,6695228.015,Vantaa
Hakakorpi,Hagkärret,25494415.95,6686168.352,Vantaa
Löydöspuisto,Fornfyndsparken,25492347.78,6683111.916,Vantaa
Tutkijanpelto,Forskaråkern,25503273.39,6686554.577,Vantaa
Rajatorpanpuisto,Råtorpsparken,25490623.32,6682725.81,Vantaa
Ravurinpuisto,Travarparken,25506142.3,6685108.008,Vantaa
Vaunukallio,Vagnberget,25506250.84,6685584.453,Vantaa
Laajaniitty,Bredängen,25491997.0,6685314.556,Vantaa
Tarinapuisto,Mytparken,25501288.12,6691167.452,Vantaa
Kyläkaski,Byasveden,25506913.52,6685983.019,Vantaa
Nissaksenpuisto,Nissasparken,25506337.31,6685703.27,Vantaa
Nokiniitty,Sotängen,25505909.53,6689550.738,Vantaa
Ulrikanpuisto,Ulrikaparken,25503632.95,6691033.734,Vantaa
Kormuniitty,Kormängen,25506903.34,6684810.123,Vantaa
Talvikkipuisto,Pyrolaparken,25501917.82,6687324.936,Vantaa
Viinikanmetsä,Vinikskogen,25494974.87,6690072.736,Vantaa
Linkopuisto,Slungparken,25495046.03,6686922.378,Vantaa
Linnunpesä,Fågelboet,25503887.57,6694812.33,Vantaa
Metsolanmäki,Skogsbacken,25504521.22,6692963.3,Vantaa
Viittapuisto,Vägvisarparken,25490015.83,6682085.128,Vantaa
Kurtturuusunpuisto,Vresrosparken,25501346.52,6688034.568,Vantaa
Tähkätori,Axtorget,25503412.52,6687495.765,Vantaa
Matarinmäki,Matarbacken,25504495.37,6691620.572,Vantaa
Lippupuisto,Flaggparken,25491942.34,6689808.941,Vantaa
Ohjaspuisto,Tömparken,25487955.98,6682179.837,Vantaa
Ulkokaarre,Ytterkurvan,25490377.89,6690200.202,Vantaa
Satopuisto,Skördparken,25503505.37,6687217.993,Vantaa
Sateenkaarenpuisto,Regnbågsparken,25505317.56,6692444.131,Vantaa
Adelheidinpuisto,Adelheidsparken,25502535.51,6685446.035,Vantaa
Paalutori,Påltorget,25491840.84,6683194.061,Vantaa
Ojangon ulkoilualue,Gjutans friluftsområde,25506716.69,6684047.456,Vantaa
Viikatepuisto,Lieparken,25489046.94,6681847.749,Vantaa
Korpikontionpuisto,Skogsbjörnsparken,25504907.34,6693830.053,Vantaa
Essonpuisto,Essoparken,25506927.43,6692694.739,Vantaa
Kiilanpelto,Kilaåkern,25495463.84,6691355.091,Vantaa
Tuomipuisto,Häggparken,25504109.79,6684785.281,Vantaa
Minttupuisto,Myntaparken,25501302.29,6687827.18,Vantaa
Ulkoniitty,Utängen,25489396.07,6684283.382,Vantaa
Martinkylänpelto,Mårtensbyåkern,25493155.75,6686653.049,Vantaa
Tuulensuunpuisto,Tuulensuuparken,25496377.51,6686730.997,Vantaa
Bäckesåkrarna,Bäckesåkrarna,25497263.37,6685200.638,Vantaa
Vanha kääntöpaikka,Gamla vändstället,25491817.16,6685513.477,Vantaa
Hylkeenpesä,Sälboet,25506065.61,6693353.822,Vantaa
Kontiopuisto,Björnparken,25505136.18,6694274.427,Vantaa
Myyrmäen urheilupuisto,Myrbacka idrottspark,25491174.41,6683339.273,Vantaa
Pesäpuunpuisto,Boträdsparken,25503994.79,6694882.781,Vantaa
Kiillepuisto,Glimmerparken,25491566.16,6689857.952,Vantaa
Kärppäpuisto,Hermelinparken,25504797.41,6694303.659,Vantaa
Mertaranta,Mjärdstranden,25506902.42,6692594.208,Vantaa
Husbackanniitty,Husbackaängen,25492495.49,6682397.886,Vantaa
Kirkkoranta,Kyrkostranden,25499919.44,6685844.126,Vantaa
Kukinniitty,Kuggängen,25492605.13,6685208.905,Vantaa
Helsinginmäenpelto,Helsingebacksåkern,25488355.44,6684343.536,Vantaa
Jokivarrenvalli,Jokivarsivallen,25506255.91,6693705.821,Vantaa
Maisemapuisto,Landskapsparken,25500645.24,6689998.642,Vantaa
Reinonpuisto,Reinoparken,25504743.91,6690345.23,Vantaa
Kallaspuisto,Randparken,25500565.58,6691338.17,Vantaa
Kivivuori,Stenberget,25492172.26,6685424.715,Vantaa
Sydänpuisto,Hjärteparken,25503432.12,6690893.89,Vantaa
Samuel Broteruksen puisto,Samuel Broterus park,25498902.64,6685332.472,Vantaa
Jokiuomanpuisto,Ådalsparken,25492300.28,6684639.414,Vantaa
Siriuksenpuisto,Siriusparken,25504584.34,6692607.438,Vantaa
Ohrapelto,Kornåkern,25503655.55,6687790.186,Vantaa
Toteemiaukio,Totemplatsen,25491809.24,6683995.095,Vantaa
Postimerkki,Frimärket,25495932.05,6687268.82,Vantaa
Potinkorpi,Pottkärret,25492929.78,6686024.525,Vantaa
Kalmuri,Kallmuren,25504479.74,6694016.889,Vantaa
Värttinäpuisto,Sländparken,25506120.75,6686950.331,Vantaa
Kulokukkula,Bränntoppen,25502581.28,6692375.822,Vantaa
Muurahaiskeko,Myrstacket,25507480.87,6691619.008,Vantaa
Myyrmäenmetsä,Myrbackaskogen,25490937.28,6683209.066,Vantaa
Kiirunapuisto,Fjällripsparken,25503547.1,6692770.192,Vantaa
Buldersinpuisto,Buldersparken,25493004.98,6686291.393,Vantaa
Haxberginhaka,Haxbergshagen,25503723.08,6691488.702,Vantaa
Peltovuorenmetsä,Åkerbergsskogen,25495889.46,6686035.521,Vantaa
Kiilanranta,Kilastranden,25495571.17,6691753.557,Vantaa
Lyhtypuisto,Lyktparken,25492997.08,6684628.265,Vantaa
Päivättärenpuisto,Päivätärparken,25505737.14,6689497.237,Vantaa
Tullipuisto,Tullparken,25499781.67,6688576.946,Vantaa
Villisianpuisto,Vildsvinsparken,25504970.62,6693660.356,Vantaa
Karhunjälki,Björnspåret,25495206.03,6685237.499,Vantaa
Itä-Hakkilan kenttä,Östra Haxböle plan,25505917.35,6686817.45,Vantaa
Kiiltokallionpelto,Glitterbergsåkern,25507281.91,6687246.531,Vantaa
Vankilanreuna,Fängelsekanten,25505542.79,6686268.552,Vantaa
Koivunlehti,Björkbladet,25488185.37,6686242.088,Vantaa
Tienvieri,Vägkanten,25489632.26,6683535.085,Vantaa
Uudenrajanpuisto,Nyråparken,25502205.05,6689036.27,Vantaa
Metsätähdenpuisto,Skogsstjärneparken,25502455.5,6688541.455,Vantaa
Kelokallio,Torraksberget,25505502.52,6683480.971,Vantaa
Lammastarha,Fårfållan,25504220.89,6689515.089,Vantaa
Kinkeripuisto,Läsförhörsparken,25491776.16,6686905.096,Vantaa
Virpipuisto,Vidjeparken,25503382.4,6689760.229,Vantaa
Lindmaninkorpi,Lindmanskärret,25503984.09,6685625.847,Vantaa
Aittapuisto,Bodparken,25490290.7,6684330.563,Vantaa
Perkiö,Nybolandet,25492581.96,6685787.125,Vantaa
Ilvespuisto,Loparken,25505386.28,6694382.639,Vantaa
Viherpuisto 3,Grönparken 3,25491766.49,6684871.747,Vantaa
Kuninkaanmäenpelto,Kungsbackaåkern,25506975.3,6687984.883,Vantaa
Ajopuunpuisto,Skridstångsparken,25491134.07,6682941.012,Vantaa
Lahnaverkko,Braxnätet,25507089.59,6694070.011,Vantaa
Paratiisinrinne,Paradisbrinken,25493402.52,6687353.773,Vantaa
Varstapuisto,Slagaparken,25489111.33,6682064.693,Vantaa
Hakinpuisto,Haxparken,25504262.61,6686895.142,Vantaa
Sutarsinpuisto,Sutarsparken,25495409.08,6684878.758,Vantaa
Liinamäki,Linbacken,25505899.8,6686183.033,Vantaa
Lumikkopuisto,Vessleparken,25505630.02,6694412.385,Vantaa
Kaaripuisto,Slingparken,25505178.57,6687919.401,Vantaa
Aitapuisto,Gärdesparken,25488299.74,6683846.301,Vantaa
Kallioruohonpuisto,Berggräsparken,25501102.17,6688212.773,Vantaa
Kesämetsä,Sommarskogen,25494948.07,6693680.038,Vantaa
Tammirinteenpuisto,Ekbrinksparken,25493136.5,6692951.327,Vantaa
Lipstikanvarsi,Libersticksstjälken,25503513.42,6691492.494,Vantaa
Koetilanpuisto,Försöksgårdsparken,25497794.87,6684692.637,Vantaa
Kirkonkylänranta,Kyrkobystranden,25498680.64,6683960.69,Vantaa
Vernissaranta,Fernissastranden,25502525.93,6686399.605,Vantaa
Rekipajukko,Slädvidesnåret,25487852.38,6683049.593,Vantaa
Rajakallionreuna,Råbergskanten,25504868.65,6684369.254,Vantaa
Raikukujankenttä,Skallgrändsplanen,25492222.45,6685045.443,Vantaa
Jalaspuisto,Medparken,25487477.83,6682865.796,Vantaa
Nuolikallio,Pilberget,25494855.94,6687679.521,Vantaa
Hiekkamaa,Sandmarken,25491064.29,6689505.792,Vantaa
Koulupuisto,Skolparken,25492826.47,6683902.85,Vantaa
Helenanpuisto,Helenaparken,25504287.52,6690472.635,Vantaa
Kotkanpesä,Örnboet,25504146.01,6693306.081,Vantaa
Rautkallionkenttä,Rautbergsplanen,25503817.95,6690072.264,Vantaa
Pohjantähdenpuisto,Polstjärneparken,25504326.21,6692361.819,Vantaa
Viinimarjapuisto,Vinbärsparken,25494990.14,6684852.632,Vantaa
Pitkäjärvenluhta,Långträskmaren,25487608.61,6684212.285,Vantaa
Sotungin Kirkkokallio,Sottungsby Kyrkberg,25507352.88,6685498.7,Vantaa
Vainio,Gärdan,25488793.7,6683719.391,Vantaa
Hiekkaharjun liikuntapuisto,Sandkulla idrottspark,25503028.29,6687526.438,Vantaa
Nokkospuisto,Nässelparken,25501794.35,6689026.535,Vantaa
Juusteninpuisto,Juustensparken,25488245.72,6684541.106,Vantaa
Olofsinkulma,Olofshörnet,25498857.03,6685504.406,Vantaa
Asolan Veteraanipuisto,Asola Veteranpark,25502988.59,6690532.659,Vantaa
Alhopuisto,Dalgångsparken,25500843.19,6689969.249,Vantaa
Käärmekallio,Ormberget,25505139.75,6684844.799,Vantaa
Lauhapuisto,Tåtelparken,25501153.48,6686995.717,Vantaa
Pelto-ojan puisto,Åkerbäcksparken,25505010.09,6685592.593,Vantaa
Rajatorpankenttä,Råtorpsplanen,25490352.05,6683018.484,Vantaa
Laaksopuisto,Dalparken,25500659.52,6689776.03,Vantaa
Malminiitynpuisto,Malmängsparken,25502256.6,6689413.148,Vantaa
Hummapuisto,Hummaparken,25505661.52,6684839.483,Vantaa
Koivutori,Björktorget,25503415.49,6690145.451,Vantaa
Riimupuisto,Runparken,25507035.53,6686191.776,Vantaa
Maauuninpuisto,Ryssugnsparken,25503487.13,6692524.403,Vantaa
Merkuriuksenpuisto,Merkuriusparken,25505575.14,6692418.771,Vantaa
Pikkujärvenkenttä,Lillträskplanen,25488166.92,6685033.267,Vantaa
Hiiriharjunpuisto,Mössåsparken,25501641.33,6689358.678,Vantaa
Lehtokurpanpuisto,Morkullaparken,25503304.76,6693821.928,Vantaa
Oripuisto,Hingstparken,25505593.25,6684307.05,Vantaa
Siimapuisto,Revparken,25507428.7,6693508.115,Vantaa
Tikkurilan Keskuspuisto,Dickursby Centralpark,25500761.53,6687377.805,Vantaa
Paratiisinmäki,Paradisbacken,25493600.75,6687579.023,Vantaa
Avia-aukio,Aviaplatsen,25497482.62,6687806.678,Vantaa
Linnaisten kaivospuisto,Linnais gruvpark,25487685.11,6682553.207,Vantaa
Paarmapuisto,Bromsparken,25507794.44,6692678.159,Vantaa
Kellarimäki,Källarbacken,25495078.87,6685132.842,Vantaa
Kakolanpelto,Kakolaåkern,25488508.84,6684604.431,Vantaa
Vasamagolf,Vasamagolf,25494294.01,6687480.699,Vantaa
Kaarnapuisto,Barkparken,25494831.8,6685828.984,Vantaa
Safiiriaukio,Safirplatsen,25491726.88,6689270.276,Vantaa
Kehävuorenkulma,Ringbergshörnet,25495536.66,6685802.525,Vantaa
Koivuvaaranpuisto,Björkbergaparken,25489868.63,6682145.934,Vantaa
Liinapelto,Linåkern,25506028.39,6686069.336,Vantaa
Juunspakanpuisto,Junsbackaparken,25497304.81,6686503.515,Vantaa
Tahkopuisto,Slipstensparken,25495299.4,6687595.324,Vantaa
Myllymäenpuisto,Kvarnbackaparken,25491556.78,6687272.675,Vantaa
Suojalka,Suojalka,25503228.05,6693010.75,Vantaa
Mittametsikkö,Måttdungen,25505822.48,6687541.249,Vantaa
Havukosken liikuntapuisto,Havukoski idrottspark ,25503625.65,6689157.584,Vantaa
Teräsvehnä,Stålvetet,25498320.61,6683940.393,Vantaa
Sofianlehdonpuisto,Sofielundsparken,25495493.0,6686113.304,Vantaa
Mäkipuisto,Backparken,25500453.91,6690835.071,Vantaa
Tippa,Droppen,25491966.38,6683509.862,Vantaa
Vierumäenmetsä,Vierumäkiskogen,25502292.26,6694595.197,Vantaa
Ratsumiehenpuisto,Ryttarparken,25505873.9,6685340.324,Vantaa
Näätäpuisto,Mårdparken,25504800.7,6692752.679,Vantaa
Pohjanpuisto,Norrparken,25505948.91,6687185.281,Vantaa
Vaskipelto,Kopparåkern,25492476.91,6682738.739,Vantaa
Kerkkä,Årsskottet,25494849.15,6685656.567,Vantaa
Kuusikkopuisto,Sexansparken,25503598.2,6685423.798,Vantaa
Kilikallio,Killingberget,25495248.33,6686159.479,Vantaa
Kanervannummi,Ljungmomalmen,25503792.67,6685964.714,Vantaa
Kaivokselan liikuntapuisto,Gruvsta idrottspark,25492683.52,6684142.432,Vantaa
Kuismapuisto,Mannablodsparken,25500390.68,6688977.012,Vantaa
Linnanmetsä,Linnaskogen,25491484.64,6691750.346,Vantaa
Liinakkopuisto,Linluggsparken,25505672.86,6685383.468,Vantaa
Viinikanpelto,Vinikåkern,25494500.22,6689945.445,Vantaa
Rukinpyörä,Spinnrockshjulet,25505660.28,6686461.812,Vantaa
Ilkanpuisto,Ilkkaparken,25503964.19,6691174.388,Vantaa
Lounaniitty,Söderängen,25493500.92,6685399.849,Vantaa
Onervanpuisto,Onervaparken,25505774.95,6690862.558,Vantaa
Nummipuisto,Moparken,25501003.1,6691500.557,Vantaa
Marjakellari,Bärkällaren,25494994.2,6685085.553,Vantaa
Kaupinpuisto,Kauppiparken,25504991.84,6689470.422,Vantaa
Uranuksenpuisto,Uranusparken,25506013.62,6692065.964,Vantaa
Porttisuonmetsikkö,Portmossdungen,25504871.32,6685166.394,Vantaa
Maanmittarinpuisto,Lantmätarparken,25505975.3,6687948.783,Vantaa
Vuolupuisto,Täljparken,25490511.31,6683571.229,Vantaa
Hyljepuisto,Sälparken,25505981.39,6692919.966,Vantaa
Tulkinpuisto,Tolkparken,25496377.04,6686337.097,Vantaa
Autioniitty,Ödesängen,25489444.43,6683130.658,Vantaa
Ankkapuisto,Ankparken,25503913.03,6693535.627,Vantaa
Anispuisto,Anisparken,25501951.11,6687504.932,Vantaa
Pähkinärinne,Hasselbacken,25488932.75,6683472.413,Vantaa
Käpypuisto,Kottparken,25502684.11,6690425.518,Vantaa
Brännstakanniitty,Brännstakaängen,25488394.4,6686214.893,Vantaa
Pollepuisto,Pålleparken,25505564.76,6684658.123,Vantaa
Jyväpuisto,Spannmålsparken,25503251.41,6687503.861,Vantaa
Laajaniitynaukio,Bredängsplatsen,25491918.28,6685225.914,Vantaa
Koivuvaaranrinne,Björkbergabrinken,25489683.88,6682197.088,Vantaa
Marmoripuisto,Marmorparken,25490964.91,6690260.724,Vantaa
Kellomäki,Klockbacken,25504087.96,6689713.174,Vantaa
Mustakoskenranta,Svartforsstranden,25492773.04,6686766.104,Vantaa
Metsolantori,Skogsbrinkstorget,25504374.96,6693144.354,Vantaa
Muuntopuisto,Transformatorparken,25498366.2,6685838.06,Vantaa
Raimonpuisto,Raimoparken,25505541.83,6690792.553,Vantaa
Leiritulenpuisto,Lägereldsparken,25491574.64,6682667.387,Vantaa
Paalukylänpuisto,Pålbyparken,25491886.39,6683279.718,Vantaa
Raatepuisto,Vattenklöverparken,25501706.39,6687810.149,Vantaa
Lemminkäisenpuisto,Lemminkäinenparken,25505073.93,6689839.802,Vantaa
Matarinreuna,Matarkanten,25505424.18,6691596.496,Vantaa
Påkaksenpuisto,Påkasparken,25502492.27,6686028.89,Vantaa
Maitikkapuisto,Kovallparken,25501092.7,6687985.913,Vantaa
Tolkinkylänmäki,Tolkbybacken,25496228.85,6685221.103,Vantaa
Ritvanpuisto,Ritvaparken,25506123.61,6690676.325,Vantaa
Viherpuistikko,Lilla Grönparken,25491858.27,6684570.026,Vantaa
Viherkivenpuisto,Grönstensparken,25491356.73,6689649.733,Vantaa
Hakakallio,Hagberget,25494603.69,6685252.459,Vantaa
Salpapuisto,Regelparken,25504497.9,6685341.408,Vantaa
Ehrnroothinpuisto,Ehrnroothsparken,25497606.33,6685584.477,Vantaa
Siikapuisto,Sikparken,25507901.53,6693970.959,Vantaa
Kaarenmäenpuisto,Kårbackaparken,25492929.29,6682420.207,Vantaa
Pyöräpuisto,Cykelparken,25505071.17,6681442.805,Vantaa
Sänkipuisto,Sädesstubbsparken,25503549.15,6687720.589,Vantaa
Simonkallionpuisto,Simonsbergsparken,25501091.07,6688381.025,Vantaa
Mustanojanlaakso,Svartbäcksdalen,25503387.44,6693509.787,Vantaa
Nikkarinaukee,Snickarslätten,25489918.06,6683463.543,Vantaa
Kylänpäänpuisto,Byändaparken,25490949.88,6691664.197,Vantaa
Hiilimiilunniitty,Kolagrävsängen,25494586.31,6684950.901,Vantaa
Koivutienmetsikkö,Björkvägsdungen,25502571.76,6689824.591,Vantaa
Paasipuisto,Hällparken,25491132.03,6689634.24,Vantaa
Kiveliönreuna,Kiveliökanten,25489583.49,6684837.406,Vantaa
Tyttökummunniitty,Tyttökumpuängen,25491037.85,6686197.153,Vantaa
Harmopuisto,Grålleparken,25505591.48,6685160.413,Vantaa
Perhonsiipi,Fjärilsvingen,25507036.13,6692481.44,Vantaa
Krouvinpuisto,Krogparken,25500145.64,6690513.236,Vantaa
Kastanjapuisto,Kastanjeparken,25489006.72,6682662.749,Vantaa
Eväspuisto,Vägkostparken,25506841.08,6688507.754,Vantaa
Lauranpuisto,Lauraparken,25504066.49,6689624.31,Vantaa
Peltovuorenpuisto,Åkerbergsparken,25495602.76,6685882.375,Vantaa
Pappilanpuisto,Prästgårdsparken,25499159.39,6685759.88,Vantaa
Jokivarrenpuisto,Jokivarsiparken,25506741.36,6692740.966,Vantaa
Perkiönmäki,Nybolandsbacken,25492774.91,6685861.399,Vantaa
Pärispruunpuisto,Bergsbroparken,25490596.1,6685473.721,Vantaa
Ruotsinpuisto,Sverigeparken,25497905.37,6685831.383,Vantaa
Kiskanpuisto,Kiskaparken,25491141.49,6685233.499,Vantaa
Täkypuisto,Agnfiskparken,25507083.93,6692742.937,Vantaa
Haxberginmetsä,Haxbergsskogen,25503708.68,6691937.162,Vantaa
Kakolanmäki,Kakolabacken,25488919.28,6684888.133,Vantaa
Påkaksenpelto,Påkasåkern,25502549.59,6686120.196,Vantaa
Miekkapuisto,Svärdparken,25491416.37,6690598.171,Vantaa
Kytöpuisto,Kyttlandsparken,25503178.8,6689191.128,Vantaa
Kultahippu,Guldkornet,25491324.01,6688521.591,Vantaa
Krakanpuistonkenttä,Skrakaparksplanen,25496735.06,6686048.601,Vantaa
Myllykoskenpuisto,Sågforsparken,25504541.9,6689412.086,Vantaa
Pitkäsuonkalliot,Långmossebergen,25507449.31,6683020.718,Vantaa
Itä-Hakkilan puisto,Östra Haxböle park,25506438.43,6686973.445,Vantaa
Veitsipuisto,Knivparken,25489266.56,6682087.671,Vantaa
Lähdepuisto,Källparken,25505867.39,6683687.684,Vantaa
Kaunispuisto,Fagerparken,25505153.77,6684115.36,Vantaa
Teerimäki,Orrberget,25506910.21,6686725.215,Vantaa
Kehävuorenlaki,Ringbergstoppen,25495615.61,6685697.046,Vantaa
Vaakapuisto,Vågparken,25489802.94,6682388.107,Vantaa
Kuplapuisto,Bubbelparken,25491230.51,6684194.1,Vantaa
Kyläpuisto,Byparken,25498995.09,6685597.723,Vantaa
Juusteninpelto,Juustensåkern,25488074.61,6684509.121,Vantaa
Ilpolanpuisto,Ilpolaparken,25490020.52,6682847.709,Vantaa
Paulanpuisto,Paulaparken,25505621.83,6690440.564,Vantaa
Ratatöyräs,Banbrinken,25502743.78,6688125.307,Vantaa
Hakunilan urheilupuisto,Håkansböle idrottspark,25506696.94,6685094.165,Vantaa
Vaskivuori,Kopparberget,25492604.53,6683194.832,Vantaa
Kallioimarteenpuisto,Stensötsparken,25501335.13,6688966.184,Vantaa
Kaarrospuisto,Krökparken,25505281.38,6687741.263,Vantaa
Kannistonpuisto,Kannistoparken,25491795.72,6690783.159,Vantaa
Voutilanlaakso,Brutubydalen,25494177.2,6686929.479,Vantaa
Tikkurilantori,Dickursbytorget,25502269.07,6686770.344,Vantaa
Tolkinmetsä,Tolkskogen,25495903.35,6685800.106,Vantaa
Kärpänpesä,Hermelinboet,25504915.78,6694487.474,Vantaa
Sälpämaa,Spatmarken,25490508.79,6690324.927,Vantaa
Maarukanpiha,Maarukkagården,25506381.06,6691749.342,Vantaa
Käräjäpuisto,Tingsparken,25497182.81,6686148.374,Vantaa
Sahapuisto,Sågparken,25490403.35,6683098.073,Vantaa
Viherpuistonkenttä,Grönparksplanen,25491726.23,6684574.412,Vantaa
Myyräpuisto,Mullvadsparken,25504594.9,6693344.247,Vantaa
Ratsupuisto,Ridparken,25505344.9,6681596.92,Vantaa
Heikanpuisto,Heikkaparken,25503992.98,6692349.266,Vantaa
Kiitäjänpuisto,Svärmarparken,25507442.85,6691897.773,Vantaa
Malmimäki,Malmbackabacken,25502018.66,6688616.776,Vantaa
Tikkurilanranta,Dickursbystranden,25502149.44,6686293.828,Vantaa
Tertunpuisto,Terttuparken,25504057.12,6690667.423,Vantaa
Stenkullanmäki,Stenkullabacken,25503853.43,6686931.943,Vantaa
Louhikkopuisto,Stenbrottsparken,25500820.07,6691180.278,Vantaa
Mullos,Plöjan,25488517.6,6683881.022,Vantaa
Tammistonranta,Tammistostranden,25497624.86,6684490.554,Vantaa
Paitsio,Offside,25504692.17,6682312.836,Vantaa
Vipupuisto,Hävstångsparken,25489568.42,6682062.403,Vantaa
Virtapuisto,Flodparken,25491440.69,6683680.045,Vantaa
Riimumäki,Runbacken,25507146.11,6686087.449,Vantaa
Telluksenpuisto,Tellusparken,25505134.72,6692419.952,Vantaa
Vuoripuisto,Bergparken,25500649.61,6689434.928,Vantaa
Simonkylänpuisto,Simonsböleparken,25501638.1,6690039.694,Vantaa
Nietospuisto,Snödrivsparken,25500716.95,6690256.212,Vantaa
Kaukonpuisto,Kaukoparken,25505190.69,6689532.226,Vantaa
Hirvimetsä,Älgskogen,25505633.04,6694762.662,Vantaa
Pyykkärinpuisto,Bykarparken,25504582.23,6689911.85,Vantaa
Nikuksenpuisto,Nikusparken,25506989.87,6686932.282,Vantaa
Vuolukivenpuisto,Täljstensparken,25491130.43,6690210.979,Vantaa
Ringhinpuisto,Ringhsparken,25497511.91,6685735.112,Vantaa
Suitsipuisto,Betselparken,25506247.95,6685398.892,Vantaa
Räckhalsinpuisto,Räckhalsparken,25502953.72,6691335.636,Vantaa
Havukoskenpuisto,Havukoskiparken,25504521.37,6689705.168,Vantaa
Malmipelto,Malmåkern,25502499.32,6689103.508,Vantaa
Hirsipuisto,Stockparken,25488053.19,6686085.584,Vantaa
Pirttipuisto,Pörtparken,25487715.68,6685099.65,Vantaa
Kukonkallio,Tuppberget,25499979.56,6688160.679,Vantaa
Haasia,Hässja,25489569.54,6684041.736,Vantaa
Matarinpuisto,Matarparken,25505210.23,6691281.482,Vantaa
Hertaksenpuisto,Hertasparken,25502290.01,6686410.218,Vantaa
Kolohonganpuisto,Hålatallsparken,25505985.76,6687685.081,Vantaa
Skobbaksenniitty,Skobbasängen,25488029.29,6684698.128,Vantaa
Kiekkopuisto,Diskusparken,25505467.64,6681520.205,Vantaa
Stenkullanpuisto,Stenkullaparken,25504018.8,6687082.126,Vantaa
Kurupuisto,Kuruparken,25506478.49,6681662.104,Vantaa
Myllyniitty,Myllyniitty,25502996.08,6695557.236,Vantaa
